ident;iata_code;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality
AYNO;NMN;Nomane Airport;-6.32183;145.070667;6032;OC;PG;PG-CPK;Namane
AYNY;NBA;Nambaiyufa Airport;-6.2412;145.2424;5550;OC;PG;PG-CPK;Nambaiyufa
AYNZ;LAE;Nadzab Airport;-6.569803;146.725977;239;OC;PG;PG-MPL;Lae
AYOE;KGB;Konge Airport;-6.2239;147.2152;5900;OC;PG;PG-MPL;Konge
AYOJ;OKP;Oksapmin Airport;-5.2261;142.2259;5140;OC;PG;PG-SAN;Oksapmin
AYOK;HOC;Komako Airport;-7.3984;145.8827;3960;OC;PG;PG-GPK;Komako
AYOQ;KCJ;Komaio Airport;-7.2714;143.5952;28;OC;PG;PG-GPK;Komaio
AYOW;KDE;Koroba Airport;-5.6952;142.7441;5638;OC;PG;PG-HE;Koroba
AYOY;OPB;Open Bay Airport;-4.794727;151.696195;33;OC;PG;PG-EBR;Maitanakunai
AYPC;PGB;Pangoa Airport;-7.0226;141.5605;60;OC;PG;PG-WPD;Pangoa
AYPG;PGN;Pangia Airport;-6.386;144.1084;5340;OC;PG;PG-SHM;Pangia
AYPO;MPF;Mapoda Airport;-7.979;143.1694;45;OC;PG;PG-WPD;Mapoda
AYPQ;PMN;Pumani Airport;-9.7469;149.4766;427;OC;PG;PG-MBA;Pumani
AYPY;POM;Port Moresby Jacksons International Airport;-9.443380355834961;147.22000122070312;146;OC;PG;PG-NCD;Port Moresby
AYQO;SPH;Sopu Airport;-8.3038;147.1659;6580;OC;PG;PG-CPM;Sopu
AYQS;SXA;Sialum Airport;-6.0908;147.5955;170;OC;PG;PG-MPL;Sialum
AYRG;RMN;Rumginae Airport;-5.89722222222;141.271666667;160;OC;PG;PG-WPD;
AYRI;KMR;Karimui Airport;-6.4921;144.823;3640;OC;PG;PG-CPK;Karimui
AYRM;MWI;Maramuni Airport;-5.13;143.4829;5160;OC;PG;PG-EPW;Maramuni
AYRV;MRH;May River Airstrip;-4.3615;141.785;107;OC;PG;PG-ESW;May River
AYSA;SBE;Suabi Airport;-6.10444444444;142.278333333;465;OC;PG;PG-WPD;
AYSE;NIS;Simberi Airport;-2.66222222222;151.997777778;10;OC;PG;PG-NIK;Simberi Island
AYSG;SIL;Sila Airport;-9.07355555556;148.38925;2230;OC;PG;PG-NPP;Sila Mission
AYSH;SBV;Sabah Airport;-5.5765;155.0489;10;OC;PG;PG-NSB;Sabah
AYSJ;SIM;Simbai Airport;-5.278611111110001;144.544722222;5804;OC;PG;PG-MPM;Simbai
AYSO;SBC;Selbang Airport;-5.315;141.752;5130;OC;PG;PG-WPD;Selbang
AYSQ;SPV;Sepik Plains Airport;-3.8821;143.6734;230;OC;PG;PG-ESW;Sepik Plains
AYSV;SXW;Sauren Airport;-5.9701;148.8543;46;OC;PG;PG-WBK;Sauren
AYSX;MBV;Masa Airport;-6.345;147.591;5900;OC;PG;PG-MPL;Masa
AYTA;TIZ;Tari Airport;-5.84499979019;142.947998047;5500;OC;PG;PG-HE;Tari
AYTB;TBG;Tabubil Airport;-5.27861;141.225998;1570;OC;PG;PG-WPD;Tabubil
AYTI;TPI;Tapini Airport;-8.35666666667;146.989166667;3100;OC;PG;PG-CPM;Tapini
AYTK;RAB;Tokua Airport;-4.34046;152.380005;49;OC;PG;PG-EBR;Kokopo
AYTN;TKW;Tekin Airport;-5.24366666667;142.165194444;5785;OC;PG;PG-SAN;Tekin
AYTP;TEP;Tep Tep Airport;-5.9553;146.5595;7011;OC;PG;PG-MPM;Teptep
AYTS;TSW;Tsewi Airport;-7.0695;146.1272;4185;OC;PG;PG-MPL;Tsewi
AYTT;TRJ;Tarakbits Airport;-5.614;141.0421;281;OC;PG;PG-WPD;Tarakbits
AYTW;TWY;Tawa Airport;-7.4463;146.1067;5020;OC;PG;PG-MPL;Tawa
AYTZ;TKB;Tekadu Airport;-7.6808;146.5503;1310;OC;PG;PG-MPL;Tekadu
AYU;AYU;Aiyura Airport;-6.33805555556;145.904166667;5355;OC;PG;PG-EHG;Aiyura Valley
AYUC;UMC;Umba Airport;-7.0214;145.966;5950;OC;PG;PG-MPL;Umba
AYUE;URU;Uroubi Airport;-9.5162;148.5591;481;OC;PG;PG-NPP;Uroubi
AYUR;UPR;Upiara Airport;-8.5411;142.6503;52;OC;PG;PG-WPD;Upiara
AYUZ;UVO;Uvol Airport;-6.0178;150.9557;15;OC;PG;PG-EBR;Uvol
AYVL;TLW;Talasea Airport;-5.2726;150.0089;44;OC;PG;PG-WBK;Talasea
AYVM;TCJ;Torembi Airport;-4.0165;143.1329;90;OC;PG;PG-ESW;Torembi
AYVN;VAI;Vanimo Airport;-2.6926;141.3028;10;OC;PG;PG-SAN;Vanimo
AYVO;TON;Tonu Airport;-6.6552;155.4326;300;OC;PG;PG-NSB;Tonu
AYWB;WAO;Wabo Airport;-6.98944444444;145.075111111;132;OC;PG;PG-GPK;Wabo
AYWD;WBM;Wapenamanda Airport;-5.6433;143.895004;5889;OC;PG;PG-EPW;Wapenamanda
AYWF;WAJ;Wawoi Falls Airport;-6.9523;142.6557;370;OC;PG;PG-WPD;Wavoi Falls
AYWK;WWK;Wewak International Airport;-3.58383011818;143.669006348;19;OC;PG;PG-ESW;Wewak
AYWO;WOA;Wonenara Airport;-6.796861111110001;145.891944444;5028;OC;PG;PG-EHG;Wonenara
AYWQ;WKN;Wakunai Airport;-5.8603;155.2223;20;OC;PG;PG-NSB;Wakunai
AYWS;WSU;Wasu Airport;-5.96170944919;147.19822526;34;OC;PG;PG-MPL;Wasu
AYWT;WTP;Woitape Airport;-8.54583333333;147.2525;5200;OC;PG;PG-CPM;Fatima Mission
AYWU;WUG;Wau Airport;-7.345556;146.718611;3600;OC;PG;PG-MPL;Wau
AYXE;YVD;Yeva Airport;-7.548;146.188;4510;OC;PG;PG-MPL;Yeva
AYXI;SMJ;Sim Airport;-7.75;146.9273;5460;OC;PG;PG-MPL;Sim
AYXW;WEP;Weam Airport;-8.6184;141.1381;50;OC;PG;PG-WPD;Weam
AYY;AYY;Arugam Bay SPB;6.86;81.82388888890002;;AS;LK;LK-5;Pottuvil
AYYE;KYX;Yalumet Airport;-6.09;147.0117;2600;OC;PG;PG-MPL;Yalumet
AYYR;KSX;Yasuru Airport;-6.6015;146.1813;1520;OC;PG;PG-MPL;Yasuru
AYZM;WUM;Wasum Airport;-6.0491;149.337;175;OC;PG;PG-WBK;Wasum
AZ-0001;ZXT;Zabrat Airport;40.4955422161;49.9768066406;36;AS;AZ;AZ-BA;Baku
AZ-0011;FZL;Fuzuli International Airport;39.594578;47.196128;1247;AS;AZ;AZ-FUZ;Fuzuli
AZ15;HAE;Lava Falls Heliport;36.191600799599996;-113.092002869;1720;NA;US;US-AZ;Supai Village
AZB;AZB;Amazon Bay Airport;-10.2991666667;149.338333333;12;OC;PG;PG-CPM;
AZJ;AZJ;Zhenjiang Dalu Airport;32.23649;119.718683;16;AS;CN;CN-32;Zhenjiang
BAJ;BAJ;Bali Airport;-4.8833333333299995;149.133333333;90;OC;PG;PG-WBK;Unea Island
BCP;BCP;Bambu Airport;-5.863611111110001;146.4925;6790;OC;PG;PG-MPM;Bambu
BCW;BCW;Benguera Island Airport;-21.853300094604492;35.43830108642578;;AF;MZ;MZ-I;Benguera Island
BCZ;BCZ;Milyakburra Airport;-13.780833333299999;136.201666667;85;OC;AU;AU-NT;Bickerton Island
BDH;ILL;Willmar Municipal Airport John L Rice Field (2006);45.117552;-95.132259;1126;NA;US;US-MN;Willmar
BDZ;BDZ;Baindoung Airport;-6.34722222222;146.942222222;4400;OC;PG;PG-MPL;
BG-HKV;HKV;Malevo Airport;41.871799469;25.6047992706;600;EU;BG;BG-26;Haskovo
BG-JAM;JAM;Bezmer Air Base;42.4548988342;26.3521995544;509;EU;BG;BG-28;Yambol
BGAA;JEG;Aasiaat Airport;68.721802;-52.784698;74;NA;GL;GL-U-A;Aasiaat
BGAG;AOQ;Aappilattoq (Qaasuitsup) Heliport;72.88703;-55.596287;42;NA;GL;GL-U-A;Qaasuitsup
BGAM;AGM;Tasiilaq Heliport;65.612296;-37.618335;24;NA;GL;GL-U-A;Tasiilaq
BGAT;QGQ;Attu Heliport;67.9406628551;-53.6218696833;32;NA;GL;GL-U-A;Attu
BGBW;UAK;Narsarsuaq Airport;61.1605;-45.425999;112;NA;GL;GL-U-A;Narsarsuaq
BGCH;JCH;Qasigiannguit Heliport;68.822815547;-51.1734473705;70;NA;GL;GL-U-A;Qasigiannguit
BGCO;CNP;Neerlerit Inaat Airport;70.7431030273;-22.6504993439;45;NA;GL;GL-U-A;Neerlerit Inaat
BGET;QFG;Eqalugaarsuit Heliport;60.6197196536;-45.9140619636;9;NA;GL;GL-U-A;Eqalugaarsuit
BGGH;GOH;Godthaab / Nuuk Airport;64.190903;-51.678101;283;NA;GL;GL-U-A;Nuuk
BGGN;JGO;Qeqertarsuaq Heliport;69.251181993;-53.5148763657;9;NA;GL;GL-U-A;Qeqertarsuaq Airport
BGIG;QFI;Iginniarfik;68.1472255861;-53.1735277176;50;NA;GL;GL-U-A;Iginniarfik
BGIK;QRY;Ikerassaarsuk Heliport;68.14088100629999;-53.4414589405;165;NA;GL;GL-U-A;Ikerassaarsuk
BGIL;XIQ;Ilimanaq Heliport;69.0809150007;-51.1143153906;52;NA;GL;GL-U-A;Ilimanaq
BGIN;IUI;Innarsuit Heliport;73.199895;-56.010817;95;NA;GL;GL-U-A;Innarsuit
BGIS;IOQ;Isortoq Heliport;65.547792;-38.976552;92;NA;GL;GL-U-A;Isortoq
BGIT;QJI;Ikamiut Heliport;68.6342530984;-51.8322622776;49;NA;GL;GL-U-A;Ikamiut
BGJH;JJU;Qaqortoq Heliport;60.715684155299996;-46.0299186409;53;NA;GL;GL-U-A;Qaqortoq
BGJN;JAV;Ilulissat Airport;69.243202;-51.057098;95;NA;GL;GL-U-A;Ilulissat
BGKA;QPW;Kangaatsiaq Heliport;68.3126574861;-53.4602075815;17;NA;GL;GL-U-A;Kangaatsiaq
BGKK;KUS;Kulusuk Airport;65.573601;-37.1236;117;NA;GL;GL-U-A;Kulusuk
BGKM;KUZ;Kuummiut Heliport;65.863935;-36.997919;89;NA;GL;GL-U-A;Kuummiut
BGKQ;KHQ;Kullorsuaq Heliport;74.57805;-57.226828;148;NA;GL;GL-U-A;Kullorsuaq
BGKS;KGQ;Kangersuatsiaq Heliport;72.381092;-55.536586;112;NA;GL;GL-U-A;Kangersuatsiaq
BGKT;QJE;Kitsissuarsuit Heliport;68.85792599759999;-53.123295307199996;18;NA;GL;GL-U-A;Kitsissuarsuit
BGMQ;JSU;Maniitsoq Airport;65.412498;-52.9394;91;NA;GL;GL-U-A;Maniitsoq
BGNN;JNN;Nanortalik Heliport;60.141883975899994;-45.232976675;17;NA;GL;GL-U-A;Nanortalik
BGNS;JNS;Narsaq Heliport;60.9172827256;-46.059923172;83;NA;GL;GL-U-A;Narsaq
BGNT;NIQ;Niaqornat Heliport;70.789385;-53.662945;10;NA;GL;GL-U-A;Niaqornat
BGNU;NSQ;Nuussuaq Heliport;74.109853;-57.065037;184;NA;GL;GL-U-A;Nuussuaq
BGPT;JFR;Paamiut Airport;62.0147361755;-49.6709365845;120;NA;GL;GL-U-A;Paamiut
BGQE;PQT;Qeqertaq Heliport;69.995861;-51.300917;69;NA;GL;GL-U-A;Qeqertaq
BGQQ;NAQ;Qaanaaq Airport;77.4886016846;-69.3887023926;51;NA;GL;GL-U-A;Qaanaaq
BGSC;OBY;Ittoqqortoormiit Heliport;70.4882288244;-21.971679925900002;238;NA;GL;GL-U-A;Ittoqqortoormiit
BGSF;SFJ;Kangerlussuaq Airport;67.012222;-50.711603;165;NA;GL;GL-U-A;Kangerlussuaq
BGSI;SRK;Siorapaluk Heliport;77.786517;-70.638657;102;NA;GL;GL-U-A;Siorapaluk
BGSO;QOQ;Saarloq Heliport;60.537778;-46.024722;;NA;GL;GL-U-A;
BGSS;JHS;Sisimiut Airport;66.951302;-53.729301;33;NA;GL;GL-U-A;Sisimiut
BGSV;SVR;Savissivik Heliport;76.018613;-65.117683;24;NA;GL;GL-U-A;Savissivik
BGTA;TQA;Tasiusaq (Qaasuitsup) Heliport;73.373055;-56.06028;181;NA;GL;GL-U-A;Upernavik
BGTL;THU;Thule Air Base;76.5311965942;-68.7032012939;251;NA;GL;GL-U-A;Thule
BGTN;TQI;Tiniteqilaaq Heliport;65.892027;-37.783409;15;NA;GL;GL-U-A;Tiniteqilaaq
BGUK;JUV;Upernavik Airport;72.7901992798;-56.1305999756;414;NA;GL;GL-U-A;Upernavik
BGUM;UMD;Uummannaq Heliport;70.6804279261;-52.111630439799995;50;NA;GL;GL-U-A;Uummannaq
BGUQ;JQA;Qaarsut Airport;70.7341995239;-52.6962013245;289;NA;GL;GL-U-A;Uummannaq
BGUT;JUK;Ukkusissat Heliport;71.049438;-51.890016;223;NA;GL;GL-U-A;Ukkusissat
BHL;BHL;Bahía de los Ángeles Airport;28.9786;-113.560997;34;NA;MX;MX-BCN;Ensenada
BHT;BHT;Brighton Downs Airport;-23.3638888889;141.562777778;390;OC;AU;AU-QLD;
BIAR;AEY;Akureyri Airport;65.66000366210938;-18.07270050048828;6;EU;IS;IS-6;Akureyri
BIBD;BIU;Bildudalur Airport;65.64129638671875;-23.546199798583984;18;EU;IS;IS-4;Bildudalur
BIBF;BGJ;Borgarfjörður eystri Airport;65.51640319824219;-13.805000305175781;80;EU;IS;IS-7;Borgarfjörður eystri
BIBK;BJD;Bakkafjörður Airport;66.02189636230469;-14.824399948120117;14;EU;IS;IS-6;Bakkafjörður
BIBL;BLO;Hjaltabakki Airport;65.6449966430664;-20.287500381469727;131;EU;IS;IS-5;Blönduós
BIBR;BQD;Búðardalur Airport;65.07530212402344;-21.80030059814453;131;EU;IS;IS-3;Búðardalur
BIBV;BXV;Breiðdalsvík Airport;64.790037;-14.043927;8;EU;IS;IS-7;Breiðdalsvík
BIDV;DJU;Djúpivogur Airport;64.642372;-14.277297;9;EU;IS;IS-7;Djúpivogur
BIEG;EGS;Egilsstaðir Airport;65.2833023071289;-14.401399612426758;76;EU;IS;IS-7;Egilsstaðir
BIFF;FAS;Fáskrúðsfjörður Airport;64.931456;-14.047957;15;EU;IS;IS-7;Fáskrúðsfjörður
BIFM;FAG;Fagurhólsmýri Airport;63.874698638916016;-16.64109992980957;56;EU;IS;IS-7;Fagurhólsmýri
BIGF;GUU;Grundarfjörður Airport;64.99140167236328;-23.224700927734375;17;EU;IS;IS-3;Grundarfjörður
BIGJ;GJR;Gjögur Airport;65.99530029296875;-21.326900482177734;83;EU;IS;IS-4;Gjögur
BIGR;GRY;Grímsey Airport;66.5458;-18.0173;66;EU;IS;IS-6;Grímsey
BIHK;HVK;Hólmavík Airport;65.70469665527344;-21.696399688720703;90;EU;IS;IS-4;Hólmavík
BIHN;HFN;Hornafjörður Airport;64.295601;-15.2272;24;EU;IS;IS-8;Höfn
BIHT;FLI;Holt Airport;66.0141804294;-23.4416913986;10;EU;IS;IS-4;Flateyri
BIHU;HZK;Húsavík Airport;65.952301;-17.426001;48;EU;IS;IS-6;Húsavík
BIHV;HVM;Krókstaðarmelar Airport;65.26640319824219;-20.846900939941406;164;EU;IS;IS-5;Hvammstangi
BIID;HLO;Ingjaldssanður Airport;66.05000305175781;-23.69610023498535;70;EU;IS;IS-4;Onundarfjörður
BIIS;IFJ;Ísafjörður Airport;66.05809783935547;-23.135299682617188;8;EU;IS;IS-4;Ísafjörður
BIKF;KEF;Keflavik International Airport;63.985001;-22.6056;171;EU;IS;IS-2;Reykjavík
BIKP;OPA;Kópasker Airport;66.31079864501953;-16.466699600219727;20;EU;IS;IS-6;Kópasker
BIKR;SAK;Sauðárkrókur Airport;65.73169708249999;-19.572799682599996;8;EU;IS;IS-5;Sauðárkrókur
BINF;NOR;Norðfjörður Airport;65.13189697265625;-13.746399879455566;13;EU;IS;IS-7;Norðfjörður
BIOF;OFJ;Ólafsfjörður Airport;66.08329772949219;-18.66670036315918;32;EU;IS;IS-6;Ólafsfjörður
BIPA;PFJ;Patreksfjörður Airport;65.555801;-23.965;11;EU;IS;IS-4;Patreksfjörður
BIRE;RHA;Reykhólar Airport;65.45262908935547;-22.20611572265625;60;EU;IS;IS-4;Reykhólar
BIRF;OLI;Rif Airport;64.9113998413;-23.8230991364;18;EU;IS;IS-3;Rif
BIRG;RFN;Raufarhöfn Airport;66.40640258789062;-15.918299674987793;39;EU;IS;IS-6;Raufarhöfn
BIRK;RKV;Reykjavik Airport;64.1299972534;-21.9405994415;48;EU;IS;IS-1;Reykjavik
BIRL;MVA;Reykjahlíð Airport;65.65579986572266;-16.918100357055664;1030;EU;IS;IS-6;Myvatn
BISI;SIJ;Siglufjörður Airport;66.137847;-18.908157;10;EU;IS;IS-6;Siglufjörður
BIST;SYK;Stykkishólmur Airport;65.05809783935547;-22.794200897216797;42;EU;IS;IS-3;Stykkishólmur
BITE;TEY;Þingeyri Airport;65.87030029296875;-23.559999465942383;65;EU;IS;IS-4;Þingeyri
BITN;THO;Þórshöfn Airport;66.218498;-15.3356;65;EU;IS;IS-6;Þórshöfn
BIVM;VEY;Vestmannaeyjar Airport;63.42430114746094;-20.278900146484375;326;EU;IS;IS-8;Vestmannaeyjar
BIVO;VPN;Vopnafjörður Airport;65.72059631347656;-14.850600242614746;16;EU;IS;IS-7;Vopnafjörður
BJE;BJE;Baleela Airport;11.199444444400001;28.5230555556;1690;AF;SD;SD-13;Baleela Base Camp
BJQ;BJQ;Bahja Airport;19.8730555556;56.067777777799996;515;AS;OM;OM-WU;Bahja
BJT;BJT;Bentota River Waterdrome;6.431;79.996;;AS;LK;LK-1;Bentota
BKPR;PRN;Priština Adem Jashari International Airport;42.5728;21.035801;1789;EU;XK;XK-01;Prishtina
BMH;BMH;Bomai Airport;-6.37316666667;144.637;3300;OC;PG;PG-CPK;Bomai
BMQ;BMQ;Bamburi Airport;-3.983363;39.730982;52;AF;KE;KE-300;Bamburi
BMZ;BMZ;Bamu Airport;-7.8485;143.2433;50;OC;PG;PG-WPD;Bamu
BNF;BNF;Baranof Warm Springs Float and Seaplane Base;57.088799;-134.833146;0;NA;US;US-AK;Baranof
BNM;BNM;Bodinumu Airport;-9.107777777779999;147.666722222;3700;OC;PG;PG-CPM;Bodinumu
BNT;BNT;Bundi Airport;-5.742222222220001;145.2275;4400;OC;PG;PG-MPM;Bundi
BO-0001;RBQ;Rurenabaque Airport;-14.427900314299999;-67.4968032837;676;SA;BO;BO-B;Rurenabaque
BO-BVL;BVL;Baures Airport;-13.583333015400001;-63.5833320618;470;SA;BO;BO-B;Baures
BOF;BOF;Bolling Air Force Base;38.854049;-77.012046;20;NA;US;US-DC;Washington
BOK;BOK;Brookings Airport;42.0746;-124.290001;459;NA;US;US-OR;Brookings
BOT;BOT;Bosset Airport;-7.237257;141.1063222;80;OC;PG;PG-WPD;Bosset
BOV;BOV;Boang Airport;-3.3834;153.2812;85;OC;PG;PG-NIK;Boang Island
BPF;BPF;Batuna Aerodrome;-8.56202777778;158.119305556;24;OC;SB;SB-WE;Batuna Mission Station
BQV;BQV;Bartlett Cove Seaplane Base;58.4552001953;-135.884994507;0;NA;US;US-AK;Gustavus
BR-0569;VDC;Glauber de Andrade Rocha Airport;-14.907885;-40.914804;2940;SA;BR;BR-BA;Vitória da Conquista
BR-ALT;ALT;Alenquer Municipal Airport;-1.917;-54.7231;55;SA;BR;BR-PA;Alenquer
BS-NSB;NSB;Bimini North Seaplane Base;25.767000198364258;-79.25;;NA;BS;BS-BI;Bimini
BSP;BSP;Bensbach Airport;-8.85805555556;141.259444444;30;OC;PG;PG-WPD;Bensbach
BSV;BSV;Besakoa Airport;-15.6725;47.061667;40;AF;MG;MG-M;Besakoa
BTZ;BTZ;Betong International Airport;5.79;101.15;761;AS;TH;TH-95;Betong
BUL;BUL;Bulolo Airport;-7.216286671410001;146.649541855;2240;OC;PG;PG-MPL;Bulolo
BVR;BVR;Esperadinha Airport;14.864306;-24.746;64;AF;CV;CV-S;Brava Island
BW-HUK;HUK;Hukuntsi Airport;-23.9897;21.758101;3720;AF;BW;BW-KG;Hukuntsi
BWJ;BWJ;Bawan Airport;-6.396944444440001;146.881666667;4700;OC;PG;PG-MPL;
BWP;BWP;Bewani Airport;-3.0216666666700003;141.165277778;550;OC;PG;PG-SAN;Bewani
BXL;BXL;Blue Lagoon Seaplane Base;-16.943;177.368;0;OC;FJ;FJ-W;Nanuya Lailai Island
BXZ;BXZ;Bunsil Airport;-5.7243;147.8667;201;OC;PG;PG-MPL;Bunsil - Umboi Island
BY-0001;TXC;Orsha Airport - Balbasovo Air Base;54.439999;30.2967;620;EU;BY;BY-VI;Orsha
BYA;BYA;Boundary Airport;64.0783004761;-141.113006592;2940;NA;US;US-AK;Boundary
BYL;BYL;Bella Yella Airport;7.36916666667;-9.99372222222;690;AF;LR;LR-LO;Beliyela
BYV;BYV;Beira Lake Seaplane Base;6.9294444444400005;79.85416666670001;17;AS;LK;LK-1;Colombo
BZ-BCV;BCV;Hector Silva Airstrip;17.269603;-88.776496;150;NA;BZ;BZ-CY;Belmopan
BZ-BGK;BGK;Big Creek Airport;16.519369;-88.407913;22;NA;BZ;BZ-SC;Big Creek
BZ-CUK;CUK;Caye Caulker Airport;17.735015;-88.032862;2;NA;BZ;BZ-BZ;Caye Caulker
BZ-CYC;CYC;Caye Chapel Airport;17.683792;-88.044985;3;NA;BZ;BZ-BZ;Caye Chapel
BZ-CZH;CZH;Corozal Municipal Airport;18.382200241088867;-88.41190338134766;40;NA;BZ;BZ-CZL;Corozal
BZ-DGA;DGA;Dangriga Airport;16.98251;-88.230988;508;NA;BZ;BZ-SC;Dangriga
BZ-INB;INB;Independence Airport;16.5345;-88.441299;18;NA;BZ;BZ-SC;Independence
BZ-MDB;MDB;Melinda Airport;17.0042991638;-88.30419921880001;101;NA;BZ;BZ-SC;Melinda
BZ-ORZ;ORZ;Orange Walk Airport;18.0467662811;-88.58386993410001;111;NA;BZ;BZ-OW;Orange Walk
BZ-PLJ;PLJ;Placencia Airport;16.536956787109375;-88.36151123046875;3;NA;BZ;BZ-SC;Placencia
BZ-PND;PND;Punta Gorda Airport;16.102399826;-88.80829620360001;7;NA;BZ;BZ-TOL;Punta Gorda
BZ-SJX;SJX;Sartaneja Airport;18.35610008239746;-88.13079833984375;3;NA;BZ;BZ-CZL;Sartaneja
BZ-SPR;SPR;John Greif II Airport;17.9139;-87.9711;4;NA;BZ;BZ-CY;San Pedro
BZ-SQS;SQS;Matthew Spain Airport;17.185898;-89.009936;199;NA;BZ;BZ-CY;San Ignacio
BZ-STU;STU;Santa Cruz Airport;18.2721004486084;-88.456298828125;18;NA;BZ;BZ-CZL;Santa Cruz
BZ-SVK;SVK;Silver Creek Airport;16.728338;-88.369174;216;NA;BZ;BZ-SC;Silver Creek
BZ-TZA;TZA;Sir Barry Bowen Municipal Airport;17.51639;-88.194443;8;NA;BZ;BZ-BZ;Belize City
BZB;BZB;Bazaruto Island Airport;-21.5411;35.4729;;AF;MZ;MZ-I;Bazaruto Island
BZM;BZM;Bemolanga Airport;-17.6925;45.0888333333;950;AF;MG;MG-M;Bemolanga
CA-0446;YRR;Stuart Island Airstrip;50.4094474336;-125.131616592;360;NA;CA;CA-BC;Big Bay
CA-0504;YMV;Mary River Aerodrome;71.324167;-79.356944;584;NA;CA;CA-NU;Mary River
CAB3;YBW;Bedwell Harbour Seaplane Base;48.75;-123.233001709;0;NA;CA;CA-BC;Bedwell Harbour
CAB4;YTP;Tofino Harbour Seaplane Base;49.155;-125.91;0;NA;CA;CA-BC;Tofino Harbour
CAC8;ZNA;Nanaimo Harbour Water Airport;49.169813;-123.933845;;NA;CA;CA-BC;Nanaimo
CAD4;YZZ;Trail Airport;49.055599;-117.609001;1427;NA;CA;CA-BC;Trail
CAD5;YMB;Merritt Airport;50.122798919699996;-120.747001648;2080;NA;CA;CA-BC;Merritt
CAE3;YHH;Campbell River Seaplane Base;50.049999;-125.25;;NA;CA;CA-BC;Campbell River
CAE5;YWS;Whistler/Green Lake Water Aerodrome;50.1436004639;-122.948997498;2100;NA;CA;CA-BC;Whistler
CAE9;YBF;Bamfield Seaplane Base;48.8333015442;-125.133003235;0;NA;CA;CA-BC;Bamfield
CAF6;YIG;Big Bay Seaplane Base;50.3923;-125.1372;;NA;CA;CA-BC;Stuart Island
CAG3;CJH;Chilko Lake (Tsylos Park Lodge) Airport;51.625797;-124.144478;3850;NA;CA;CA-BC;Chilko Lake
CAG8;YPT;Pender Harbour Seaplane Base;49.623785;-124.024884;;NA;CA;CA-BC;Sunshine Coast
CAH2;ZOF;Ocean Falls Seaplane Base;52.3666992188;-127.717002869;0;NA;CA;CA-BC;Ocean Falls
CAH3;YCA;Courtenay Airpark;49.679401397705;-124.9820022583;26;NA;CA;CA-BC;Courtenay
CAJ3;CFQ;Creston Valley Regional Airport - Art Sutcliffe Field;49.03689956665;-116.49800109863;2070;NA;CA;CA-BC;Creston
CAJ4;YAA;Anahim Lake Airport;52.451501;-125.303776;3635;NA;CA;CA-BC;Anahim Lake
CAL3;DGF;Douglas Lake Airport;50.1654600485;-120.171273351;2770;NA;CA;CA-BC;Douglas Lake
CAL4;JHL;Fort MacKay/Albian Aerodrome;57.223899841299996;-111.418998718;1048;NA;CA;CA-AB;Albian Village
CAL9;ZTS;Tahsis Seaplane Base;49.916698455799995;-126.666999817;0;NA;CA;CA-BC;Tahsis
CAM3;DUQ;Duncan Airport;48.754534;-123.709702;300;NA;CA;CA-BC;Duncan
CAP3;YHS;Sechelt-Gibsons Airport;49.460601806599996;-123.71900177;340;NA;CA;CA-BC;Sechelt
CAP7;YKK;Kitkatla Seaplane Base;53.7999992371;-130.432998657;;NA;CA;CA-BC;Kitkatla
CAQ8;WPL;Powell Lake Seaplane Base;49.8833007812;-124.532997131;183;NA;CA;CA-BC;
CAT4;XQU;Qualicum Beach Airport;49.3372;-124.393997;191;NA;CA;CA-BC;Qualicum Beach
CAT5;YMP;Port Mcneill Airport;50.5755996704;-127.028999329;225;NA;CA;CA-BC;Port Mcneill
CAU8;YRN;Rivers Inlet Seaplane Base;51.683985;-127.264044;0;NA;CA;CA-BC;Rivers Inlet
CAV5;YTG;Sullivan Bay Seaplane Base;50.885359;-126.831069;0;NA;CA;CA-BC;Sullivan Bay
CAV7;YMU;Mansons Landing Seaplane Base;50.0666999817;-124.983001709;;NA;CA;CA-BC;
CAW8;YSX;Bella Bella/Shearwater Seaplane Base;52.150002;-128.08299;0;NA;CA;CA-BC;Bella Bella
CAX6;YGG;Ganges Seaplane Base;48.8545;-123.4969;0;NA;CA;CA-BC;Salt Spring Island
CAY4;YTB;Hartley Bay Seaplane Base;53.416698;-129.25;0;NA;CA;CA-BC;Hartley Bay
CAZ5;YZA;Cache Creek-Ashcroft Regional Airport;50.775258;-121.321314;2034;NA;CA;CA-BC;Cache Creek
CBBC;ZEL;Bella Bella (Campbell Island) Airport;52.185001;-128.156994;141;NA;CA;CA-BC;Bella Bella
CBC;CBC;Cherrabun Airport;-18.917777777800005;125.537777778;540;OC;AU;AU-WA;
CBS8;YPB;Alberni Valley Regional Airport;49.321899;-124.931;250;NA;CA;CA-BC;Port Alberni
CBW4;YBO;Bob Quinn Lake Airport;56.9667015076;-130.25;2000;NA;CA;CA-BC;Bob Quinn Lake
CBX5;TNS;Tungsten (Cantung) Airport;61.956901550293;-128.20300292969;3500;NA;CA;CA-NT;Tungsten
CBX7;TUX;Tumbler Ridge Airport;55.025001525879;-120.93499755859;3075;NA;CA;CA-BC;Tumbler Ridge
