ident;iata_code;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality
KSLR;SLR;Sulphur Springs Municipal Airport;33.159801483154;-95.621101379395;489;NA;US;US-TX;Sulphur Springs
KSMD;SMD;Smith Field;41.14339828;-85.15280151;835;NA;US;US-IN;Fort Wayne
KSME;SME;Lake Cumberland Regional Airport;37.053398132299996;-84.6158981323;927;NA;US;US-KY;Somerset
KSMF;SMF;Sacramento International Airport;38.69540023803711;-121.59100341796875;27;NA;US;US-CA;Sacramento
KSMN;SMN;Lemhi County Airport;45.1237983704;-113.880996704;4043;NA;US;US-ID;Salmon
KSMO;SMO;Santa Monica Municipal Airport;34.0158;-118.450996;170;NA;US;US-CA;Santa Monica
KSMS;SUM;Sumter Airport;33.994998931885;-80.361297607422;182;NA;US;US-SC;Sumter
KSMX;SMX;Santa Maria Public Airport Captain G Allan Hancock Field;34.898899;-120.457001;261;NA;US;US-CA;Santa Maria
KSNA;SNA;John Wayne Airport-Orange County Airport;33.675701;-117.867996;56;NA;US;US-CA;Santa Ana
KSNK;SNK;Winston Field;32.690212;-100.948918;2430;NA;US;US-TX;Snyder
KSNL;SNL;Shawnee Regional Airport;35.357898712158;-96.942802429199;1073;NA;US;US-OK;Shawnee
KSNS;SNS;Salinas Municipal Airport;36.662799835205;-121.60600280762;85;NA;US;US-CA;Salinas
KSNY;SNY;Sidney Municipal-Lloyd W Carr Field;41.10129929;-102.9850006;4313;NA;US;US-NE;Sidney
KSOP;SOP;Moore County Airport;35.237184;-79.389381;455;NA;US;US-NC;Carthage
KSOW;SOW;Show Low Regional Airport;34.265049;-110.007084;6415;NA;US;US-AZ;Show Low
KSP;KSP;Kosipe Airport;-8.450716;147.209195;6350;OC;PG;PG-CPM;Kosipe Mission
KSPA;SPA;Spartanburg Downtown Memorial Airport;34.915699005127;-81.956497192383;801;NA;US;US-SC;Spartanburg
KSPF;SPF;Black Hills Airport-Clyde Ice Field;44.48030090332;-103.78299713135;3931;NA;US;US-SD;Spearfish
KSPG;SPG;Albert Whitted Airport;27.7651;-82.626999;7;NA;US;US-FL;St Petersburg
KSPI;SPI;Abraham Lincoln Capital Airport;39.844101;-89.677902;598;NA;US;US-IL;Springfield
KSPS;SPS;Sheppard Air Force Base / Wichita Falls Municipal Airport;33.9888;-98.491898;1019;NA;US;US-TX;Wichita Falls
KSPW;SPW;Spencer Municipal Airport;43.165500640869;-95.202796936035;1339;NA;US;US-IA;Spencer
KSQI;SQI;Whiteside County Airport - Joseph H Bittorf Field;41.742802;-89.6763;648;NA;US;US-IL;Rock Falls
KSQL;SQL;San Carlos Airport;37.511901855469;-122.25;5;NA;US;US-CA;San Carlos
KSRQ;SRQ;Sarasota Bradenton International Airport;27.395399;-82.554398;30;NA;US;US-FL;Sarasota/Bradenton
KSRR;RUI;Sierra Blanca Regional Airport;33.462799;-105.535004;6814;NA;US;US-NM;Alto
KSSC;SSC;Shaw Air Force Base;33.972698;-80.470596;241;NA;US;US-SC;Sumter
KSSF;SSF;Stinson Municipal Airport;29.336999893188;-98.471099853516;577;NA;US;US-TX;San Antonio
KSSI;SSI;St Simons Island Airport;31.1518;-81.391296;19;NA;US;US-GA;St Simons Island
KSTC;STC;Saint Cloud Regional Airport;45.5466;-94.059898;1031;NA;US;US-MN;Saint Cloud
KSTE;STE;Stevens Point Municipal Airport;44.5452003479;-89.530296325684;1110;NA;US;US-WI;Stevens Point
KSTJ;STJ;Rosecrans Memorial Airport;39.771900177002;-94.909698486328;826;NA;US;US-MO;St Joseph
KSTK;STK;Sterling Municipal Airport;40.613497;-103.263833;4040;NA;US;US-CO;Sterling
KSTL;STL;St Louis Lambert International Airport;38.748697;-90.370003;618;NA;US;US-MO;St Louis
KSTP;STP;St Paul Downtown Holman Field;44.93450164794922;-93.05999755859375;705;NA;US;US-MN;St Paul
KSTS;STS;Charles M. Schulz Sonoma County Airport;38.50899887;-122.8130035;128;NA;US;US-CA;Santa Rosa
KSUA;SUA;Witham Field;27.18169975;-80.22109985;16;NA;US;US-FL;Stuart
KSUD;SUD;Stroud Municipal Airport;35.789600372314;-96.655700683594;900;NA;US;US-OK;Stroud
KSUE;SUE;Door County Cherryland Airport;44.84370041;-87.42150116;725;NA;US;US-WI;Sturgeon Bay
KSUN;SUN;Friedman Memorial Airport;43.50439835;-114.2959976;5318;NA;US;US-ID;Hailey
KSUS;SUS;Spirit of St Louis Airport;38.662102;-90.652;463;NA;US;US-MO;St Louis
KSUU;SUU;Travis Air Force Base;38.262699;-121.927002;62;NA;US;US-CA;Fairfield
KSUW;SUW;Richard I Bong Memorial Airport;46.688612;-92.095041;674;NA;US;US-WI;Superior
KSUX;SUX;Sioux Gateway Airport / Brigadier General Bud Day Field;42.397605;-96.382237;1098;NA;US;US-IA;Sioux City
KSVC;SVC;Grant County Airport;32.632293;-108.154263;5446;NA;US;US-NM;Silver City
KSVE;SVE;Susanville Municipal Airport;40.375702;-120.572998;4149;NA;US;US-CA;Susanville
KSVH;SVH;Statesville Regional Airport;35.765300750732;-80.953903198242;968;NA;US;US-NC;Statesville
KSVN;SVN;Hunter Army Air Field;32.00999832;-81.14569855;41;NA;US;US-GA;Savannah
KSWF;SWF;New York Stewart International Airport;41.504101;-74.104797;491;NA;US;US-NY;Newburgh
KSWO;SWO;Stillwater Regional Airport;36.161201477051;-97.08570098877;1000;NA;US;US-OK;Stillwater
KSWW;SWW;Avenger Field;32.467399597168;-100.46700286865;2380;NA;US;US-TX;Sweetwater
KSYI;SYI;Bomar Field Shelbyville Municipal Airport;35.56010056;-86.44249725;801;NA;US;US-TN;Shelbyville
KSYR;SYR;Syracuse Hancock International Airport;43.11119842529297;-76.1063003540039;421;NA;US;US-NY;Syracuse
KSYV;SYV;Sylvester Airport;31.558500289917;-83.895698547363;403;NA;US;US-GA;Sylvester
KSZL;SZL;Whiteman Air Force Base;38.730301;-93.547897;870;NA;US;US-MO;Knob Noster
KT03;TBC;Tuba City Airport;36.091146;-111.38286;4513;NA;US;US-AZ;Tuba City
KTAD;TAD;Perry Stokes Airport;37.2593994141;-104.341003418;5762;NA;US;US-CO;Trinidad
KTB;KTB;Thorne Bay Seaplane Base;55.687999725299996;-132.537002563;0;NA;US;US-AK;Thorne Bay
KTBN;TBN;Waynesville-St. Robert Regional Forney field;37.74160004;-92.14070129;1159;NA;US;US-MO;Fort Leonard Wood
KTBR;TBR;Statesboro Bulloch County Airport;32.4827003479;-81.73690032959999;187;NA;US;US-GA;Statesboro
KTC;KTC;Katiola Airport;8.132858;-5.06487;1026;AF;CI;CI-VB;Katiola
KTCC;TCC;Tucumcari Municipal Airport;35.182800293;-103.602996826;4065;NA;US;US-NM;Tucumcari
KTCL;TCL;Tuscaloosa Regional Airport;33.220600128174;-87.611396789551;170;NA;US;US-AL;Tuscaloosa
KTCM;TCM;McChord Air Force Base;47.137699;-122.475998;322;NA;US;US-WA;Tacoma
KTCS;TCS;Truth or Consequences Municipal Airport;33.2369;-107.272003;4853;NA;US;US-NM;Truth or Consequences
KTDO;TDO;Ed Carlson Memorial Field South Lewis County Airport;46.4771995544;-122.805999756;374;NA;US;US-WA;Toledo
KTDW;TDW;Tradewind Airport;35.1698989868;-101.825996399;3649;NA;US;US-TX;Amarillo
KTDZ;TDZ;Toledo Executive Airport;41.56489944;-83.4822998;623;NA;US;US-OH;Toledo
KTEB;TEB;Teterboro Airport;40.85010147089999;-74.060798645;9;NA;US;US-NJ;Teterboro
KTEX;TEX;Telluride Regional Airport;37.9538002;-107.9079971;9070;NA;US;US-CO;Telluride
KTHA;THA;Tullahoma Regional Arpt/Wm Northern Field;35.38010025;-86.24639893;1083;NA;US;US-TN;Tullahoma
KTHM;THM;Thompson Falls Airport;47.573501586914;-115.28099822998;2467;NA;US;US-MT;Thompson Falls
KTHV;THV;York Airport;39.917;-76.873001;495;NA;US;US-PA;Thomasville
KTIK;TIK;Tinker Air Force Base;35.4147;-97.386597;1291;NA;US;US-OK;Oklahoma City
KTIW;TIW;Tacoma Narrows Airport;47.26789856;-122.5780029;294;NA;US;US-WA;Tacoma
KTIX;TIX;Space Coast Regional Airport;28.514799118042;-80.799201965332;34;NA;US;US-FL;Titusville
KTKX;KNT;Kennett Memorial Airport;36.2258987427;-90.0365982056;262;NA;US;US-MO;Kennett
KTLH;TLH;Tallahassee Regional Airport;30.3965;-84.350304;81;NA;US;US-FL;Tallahassee
KTLR;TLR;Mefford Field;36.15629959;-119.3259964;265;NA;US;US-CA;Tulare
KTMA;TMA;Henry Tift Myers Airport;31.4290008545;-83.4885025024;355;NA;US;US-GA;Tifton
KTMB;TMB;Miami Executive Airport;25.6479;-80.4328;8;NA;US;US-FL;Miami
KTMK;OTK;Tillamook Airport;45.4182014465;-123.814002991;36;NA;US;US-OR;Tillamook
KTNP;TNP;Twentynine Palms Airport;34.133901;-115.947347;1888;NA;US;US-CA;Twentynine Palms
KTNT;TNT;Dade Collier Training and Transition Airport;25.861799240112;-80.897003173828;13;NA;US;US-FL;Miami
KTNU;TNU;Newton Municipal Airport;41.67440032959;-93.021697998047;953;NA;US;US-IA;Newton
KTNX;XSD;Tonopah Test Range Airport;37.7988014221;-116.78099823;5549;NA;US;US-NV;Tonopah
KTOA;TOA;Zamperini Field;33.803398132324;-118.33999633789;103;NA;US;US-CA;Torrance
KTOC;TOC;Toccoa Airport - R.G. Letourneau Field;34.59379959;-83.29579926;996;NA;US;US-GA;Toccoa
KTOI;TOI;Troy Municipal Airport at N Kenneth Campbell Field;31.860399;-86.012101;398;NA;US;US-AL;Troy
KTOL;TOL;Eugene F. Kranz Toledo Express Airport;41.5868;-83.8078;683;NA;US;US-OH;Toledo
KTOP;TOP;Philip Billard Municipal Airport;39.069899;-95.622606;881;NA;US;US-KS;Topeka
KTOR;TOR;Torrington Municipal Airport;42.0644989;-104.1529999;4207;NA;US;US-WY;Torrington
KTPA;TPA;Tampa International Airport;27.975500106811523;-82.533203125;26;NA;US;US-FL;Tampa
KTPF;TPF;Peter O Knight Airport;27.915599822998;-82.44930267334;8;NA;US;US-FL;Tampa
KTPH;TPH;Tonopah Airport;38.06019974;-117.086998;5430;NA;US;US-NV;Tonopah
KTPL;TPL;Draughon Miller Central Texas Regional Airport;31.15250015258789;-97.40779876708984;682;NA;US;US-TX;Temple
KTRI;TRI;Tri-Cities Regional TN/VA Airport;36.475201;-82.407401;1519;NA;US;US-TN;Bristol/Johnson/Kingsport
KTRK;TKF;Truckee Tahoe Airport;39.319999694799996;-120.13999939;5900;NA;US;US-CA;Truckee
KTRL;TRL;Terrell Municipal Airport;32.709201812744;-96.267402648926;474;NA;US;US-TX;Terrell
KTRM;TRM;Jacqueline Cochran Regional Airport;33.62670135498;-116.16000366211;-115;NA;US;US-CA;Palm Springs
KTSP;TSP;Tehachapi Municipal Airport;35.134998321533;-118.43900299072;4001;NA;US;US-CA;Tehachapi
KTTD;TTD;Portland Troutdale Airport;45.54940032959;-122.40100097656;39;NA;US;US-OR;Portland
KTTN;TTN;Trenton Mercer Airport;40.27669906616211;-74.8134994506836;213;NA;US;US-NJ;Trenton
KTUL;TUL;Tulsa International Airport;36.19839859008789;-95.88809967041016;677;NA;US;US-OK;Tulsa
KTUP;TUP;Tupelo Regional Airport;34.26810073852539;-88.7698974609375;346;NA;US;US-MS;Tupelo
KTUS;TUS;Tucson International Airport / Morris Air National Guard Base;32.115004;-110.938053;2643;NA;US;US-AZ;Tucson
KTVC;TVC;Cherry Capital Airport;44.74140167236328;-85.58219909667969;624;NA;US;US-MI;Traverse City
KTVF;TVF;Thief River Falls Regional Airport;48.06570053;-96.18499756;1119;NA;US;US-MN;Thief River Falls
KTVI;TVI;Thomasville Regional Airport;30.901599884033;-83.881301879883;264;NA;US;US-GA;Thomasville
KTVL;TVL;Lake Tahoe Airport;38.89390182495117;-119.99500274658203;6264;NA;US;US-CA;South Lake Tahoe
KTWF;TWF;Joslin Field Magic Valley Regional Airport;42.4818;-114.487999;4154;NA;US;US-ID;Twin Falls
KTXK;TXK;Texarkana Regional Webb Field;33.45370101928711;-93.99099731445312;390;NA;US;US-AR;Texarkana
KTYL;TYZ;Taylor Airport;34.45280075;-110.1149979;5823;NA;US;US-AZ;Taylor
KTYR;TYR;Tyler Pounds Regional Airport;32.35409927368164;-95.40239715576172;544;NA;US;US-TX;Tyler
KTYS;TYS;McGhee Tyson Airport;35.811001;-83.994003;981;NA;US;US-TN;Knoxville
KU07;BFG;Bullfrog Basin Airport;37.547827;-110.712898;4167;NA;US;US-UT;Bullfrog
KU14;NPH;J. Randy McKnight Nephi Municipal Airport;39.73681;-111.870063;5022;NA;US;US-UT;Nephi
KU34;RVR;Green River Municipal Airport;38.9613990784;-110.226997375;4225;NA;US;US-UT;Green River
KU42;UTH;South Valley International Airport;40.619499;-111.992996;4607;NA;US;US-UT;Salt Lake City
KU55;PNU;Panguitch Municipal Airport;37.84519958;-112.3919983;6763;NA;US;US-UT;Panguitch
KU70;ICS;Cascade Airport;44.4938011169;-116.01599884;4742;NA;US;US-ID;Cascade
KUBS;UBS;Columbus Lowndes County Airport;33.4654006958;-88.3803024292;188;NA;US;US-MS;Columbus
KUCY;UCY;Everett-Stewart Regional Airport;36.38180161;-88.98539734;336;NA;US;US-TN;Union City
KUDD;UDD;Bermuda Dunes Airport;33.748401641846;-116.27500152588;73;NA;US;US-CA;Palm Springs
KUES;UES;Waukesha County Airport;43.041000366211;-88.237098693848;911;NA;US;US-WI;Waukesha
KUGN;UGN;Waukegan National Airport;42.422199249268;-87.867897033691;727;NA;US;US-IL;Chicago/Waukegan
KUIL;UIL;Quillayute Airport;47.936599731445;-124.56300354004;194;NA;US;US-WA;Quillayute
KUIN;UIN;Quincy Regional Baldwin Field;39.94269943;-91.19460297;768;NA;US;US-IL;Quincy
KUKF;IKB;Wilkes County Airport;36.2228012085;-81.09829711910001;1301;NA;US;US-NC;North Wilkesboro
KUKI;UKI;Ukiah Municipal Airport;39.125999450684;-123.20099639893;614;NA;US;US-CA;Ukiah
KUKT;UKT;Quakertown Airport;40.4352;-75.381897;526;NA;US;US-PA;Quakertown
KULM;ULM;New Ulm Municipal Airport;44.319599151611;-94.502296447754;1011;NA;US;US-MN;New Ulm
KUNI;ATO;Ohio University Snyder Field;39.2109985352;-82.23139953610001;766;NA;US;US-OH;Athens/Albany
KUNU;UNU;Dodge County Airport;43.42660141;-88.70320129;934;NA;US;US-WI;Juneau
KUNV;SCE;University Park Airport;40.849374;-77.84852;1239;NA;US;US-PA;State College
KUOS;UOS;Franklin County Airport;35.205101013184;-85.898101806641;1953;NA;US;US-TN;Sewanee
KUOX;UOX;University Oxford Airport;34.384300231934;-89.536796569824;452;NA;US;US-MS;Oxford
KUP;KUP;Kupiano Airport;-10.0736;148.218;90;OC;PG;PG-CPM;Kupiano
KUTA;UTM;Tunica Municipal Airport;34.680999755859;-90.346702575684;194;NA;US;US-MS;Tunica
KUTS;HTV;Huntsville Regional Airport;30.7469005585;-95.5871963501;363;NA;US;US-TX;Huntsville
KUUU;NPT;Newport State Airport;41.532398;-71.281502;172;NA;US;US-RI;Newport
KUVA;UVA;Garner Field;29.2112998962;-99.743598938;942;NA;US;US-TX;Uvalde
KUX;KUX;Kuyol Airport;-5.372361111110001;141.623888889;3290;OC;PG;PG-WPD;
KUZA;RKH;Rock Hill - York County Airport;34.9878006;-81.05719757;666;NA;US;US-SC;Rock Hill
KVAD;VAD;Moody Air Force Base;30.9678001404;-83.1930007935;233;NA;US;US-GA;Valdosta
KVAY;LLY;South Jersey Regional Airport;39.942902;-74.845703;53;NA;US;US-NJ;Lumberton
KVBG;VBG;Vandenberg Air Force Base;34.737301;-120.584;369;NA;US;US-CA;Lompoc
KVCT;VCT;Victoria Regional Airport;28.85260009765625;-96.91850280761719;115;NA;US;US-TX;Victoria
KVCV;VCV;Southern California Logistics Airport;34.597499847399995;-117.383003235;2885;NA;US;US-CA;Victorville
KVDI;VDI;Vidalia Regional Airport;32.192699432373;-82.371200561523;275;NA;US;US-GA;Vidalia
KVE;KVE;Kitava Airport;-8.6285;151.327;194;OC;PG;PG-MBA;Kitava Island
KVEL;VEL;Vernal Regional Airport;40.4408989;-109.5100021;5278;NA;US;US-UT;Vernal
KVGT;VGT;North Las Vegas Metropolitan International Airport;36.210701;-115.194;2205;NA;US;US-NV;Las Vegas
KVHN;VHN;Culberson County Airport;31.057800292969;-104.78399658203;3957;NA;US;US-TX;Van Horn
KVIH;VIH;Rolla National Airport;38.1273994446;-91.7695007324;1148;NA;US;US-MO;Rolla/Vichy
KVIS;VIS;Visalia International Airport;36.318699;-119.392998;295;NA;US;US-CA;Visalia
KVJI;VJI;Virginia Highlands Airport;36.687099;-82.033302;2087;NA;US;US-VA;Abingdon
KVKS;VKS;Vicksburg Municipal Airport;32.23929977417;-90.928398132324;106;NA;US;US-MS;Vicksburg
KVLA;VLA;Vandalia Municipal Airport;38.991500854492;-89.166198730469;537;NA;US;US-IL;Vandalia
KVLD;VLD;Valdosta Regional Airport;30.782499313354492;-83.27670288085938;203;NA;US;US-GA;Valdosta
KVNC;VNC;Venice Municipal Airport;27.071599960327;-82.440299987793;18;NA;US;US-FL;Venice
KVNY;VNY;Van Nuys Airport;34.209800720215;-118.48999786377;802;NA;US;US-CA;Van Nuys
KVOK;VOK;Volk Field;43.938999176025;-90.253402709961;912;NA;US;US-WI;Camp Douglas
KVPS;VPS;Destin-Fort Walton Beach Airport;30.4832;-86.525398;87;NA;US;US-FL;Valparaiso
KVPZ;VPZ;Porter County Municipal Airport;41.45399857;-87.00710297;770;NA;US;US-IN;Valparaiso
KVQQ;VQQ;Cecil Airport;30.2187004089;-81.876701355;81;NA;US;US-FL;Jacksonville
KVRB;VRB;Vero Beach Regional Airport;27.6556;-80.417901;24;NA;US;US-FL;Vero Beach
KVSF;VSF;Hartness State (Springfield) Airport;43.34360123;-72.51730347;577;NA;US;US-VT;Springfield
KVTN;VTN;Miller Field;42.85779953;-100.5479965;2596;NA;US;US-NE;Valentine
KVYS;VYS;Illinois Valley Regional Airport-Walter A Duncan Field;41.351898;-89.153099;654;NA;US;US-IL;Peru
KW05;GTY;Gettysburg Regional Airport;39.841222;-77.274699;590;NA;US;US-PA;Gettysburg
KW28;SQV;Sequim Valley Airport;48.098098754883;-123.18699645996;144;NA;US;US-WA;Sequim
KW99;PGC;Grant County Airport;38.9948997498;-79.1458969116;963;NA;US;US-WV;Petersburg
KWAL;WAL;Wallops Flight Facility Airport;37.9402008057;-75.4664001465;40;NA;US;US-VA;Wallops Island
KWAY;WAY;Greene County Airport;39.90112;-80.130733;1069;NA;US;US-PA;Waynesburg
KWBW;WBW;Wilkes Barre Wyoming Valley Airport;41.2971992493;-75.8511962891;545;NA;US;US-PA;Wilkes-Barre
KWDG;WDG;Enid Woodring Regional Airport;36.3791999817;-97.7910995483;1167;NA;US;US-OK;Enid
KWDR;WDR;Barrow County Airport;33.98289871;-83.66739655;943;NA;US;US-GA;Winder
KWF;KWF;Waterfall Seaplane Base;55.296299;-133.242996;;NA;US;US-AK;Waterfall
KWHP;WHP;Whiteman Airport;34.2593002319;-118.413002014;1003;NA;US;US-CA;Los Angeles
KWJF;WJF;General WM J Fox Airfield;34.74110031;-118.2190018;2351;NA;US;US-CA;Lancaster
KWLD;WLD;Strother Field;37.168598;-97.037598;1160;NA;US;US-KS;Winfield / Arkansas City
KWLW;WLW;Willows Glenn County Airport;39.51639938;-122.2180023;141;NA;US;US-CA;Willows
KWMC;WMC;Winnemucca Municipal Airport;40.8965988159;-117.805999756;4308;NA;US;US-NV;Winnemucca
KWP;KWP;West Point Village Seaplane Base;57.770099639899996;-153.548995972;;NA;US;US-AK;West Point
KWRB;WRB;Robins Air Force Base;32.640099;-83.591904;294;NA;US;US-GA;Warner Robins
KWRI;WRI;Mc Guire Air Force Base;40.0155983;-74.59169769;131;NA;US;US-NJ;Wrightstown
KWRL;WRL;Worland Municipal Airport;43.965698;-107.950996;4227;NA;US;US-WY;Worland
KWSD;WSD;Condron Army Air Field;32.34149933;-106.4029999;3934;NA;US;US-NM;White Sands
KWST;WST;Westerly State Airport;41.3496017456;-71.8033981323;81;NA;US;US-RI;Westerly
KWVI;WVI;Watsonville Municipal Airport;36.9356994629;-121.790000916;163;NA;US;US-CA;Watsonville
KWVL;WVL;Waterville Robert Lafleur Airport;44.5331993103;-69.6754989624;333;NA;US;US-ME;Waterville
KWWD;WWD;Cape May County Airport;39.008499145500004;-74.9083023071;23;NA;US;US-NJ;Wildwood
KWWR;WWR;West Woodward Airport;36.438;-99.5226667;2189;NA;US;US-OK;Woodward
KWY;KWY;Kiwayu Airport;-1.9605599641799927;41.29750061035156;21;AF;KE;KE-300;Kiwayu
KWYS;WYS;Yellowstone Airport;44.68840027;-111.1179962;6649;NA;US;US-MT;West Yellowstone
KX39;KYO;Tampa North Aero Park Airport;28.2213001251;-82.37449646;68;NA;US;US-FL;Tampa
KXA;KXA;Kasaan Seaplane Base;55.537399292;-132.397994995;;NA;US;US-AK;Kasaan
KXNA;XNA;Northwest Arkansas Regional Airport;36.281898;-94.306801;1287;NA;US;US-AR;Fayetteville/Springdale/Rogers
KY31;WBK;West Branch Community Airport;44.244801;-84.179802;882;NA;US;US-MI;West Branch
KYIP;YIP;Willow Run Airport;42.23789978;-83.53040314;716;NA;US;US-MI;Detroit
KYKM;YKM;Yakima Air Terminal McAllister Field;46.56819916;-120.5439987;1099;NA;US;US-WA;Yakima
KYKN;YKN;Chan Gurney Municipal Airport;42.916698455811;-97.385902404785;1306;NA;US;US-SD;Yankton
KYNG;YNG;Youngstown Warren Regional Airport;41.26070023;-80.67910004;1192;NA;US;US-OH;Youngstown/Warren
KZ-0067;BXY;Krainiy Airport;45.621994;63.210773;317;AS;KZ;KZ-BAY;Baikonur
KZ-0082;USJ;Usharal Airport;46.190767;80.830922;1288;AS;KZ;KZ-ALM;Usharal
KZ-ATX;ATX;Atbasar Airport;51.852306;68.366892;1010;AS;KZ;KZ-AKM;Atbasar
KZB;KZB;Zachar Bay Seaplane Base;57.553001;-153.746052;;NA;US;US-AK;Zachar Bay
KZF;KZF;Kaintiba Airport;-7.50025;146.033833333;2050;OC;PG;PG-GPK;Kaintiba
KZPH;ZPH;Zephyrhills Municipal Airport;28.228201;-82.155899;90;NA;US;US-FL;Zephyrhills
KZZV;ZZV;Zanesville Municipal Airport;39.9444007874;-81.89209747310001;900;NA;US;US-OH;Zanesville
LAC;LAC;Layang-Layang Airport;7.37157011032;113.84400177;7;AS;MY;MY-12;Spratley Islands
LAKU;KFZ;Kukës International Airport;42.035802;20.415955;1120;EU;AL;AL-07;Kukës
LATI;TIA;Tirana International Airport Mother Teresa;41.4146995544;19.7206001282;126;EU;AL;AL-11;Tirana
LBBG;BOJ;Burgas Airport;42.56959915161133;27.515199661254883;135;EU;BG;BG-02;Burgas
LBGO;GOZ;Gorna Oryahovitsa Airport;43.15140151977539;25.712900161743164;285;EU;BG;BG-04;Gorna Oryahovitsa
LBH;LBH;Palm Beach Seaplane Base;-33.5871;151.3234;0;OC;AU;AU-VIC;Sydney
LBM;LBM;Luabo Airport;-18.4139;36.1068;36;AF;MZ;MZ-Q;Luabo
LBPD;PDV;Plovdiv International Airport;42.067799;24.8508;597;EU;BG;BG-16;Plovdiv
LBRS;ROU;Ruse Airport;43.694801;26.0567;614;EU;BG;BG-18;Shtraklevo
LBSF;SOF;Sofia Airport;42.696693420410156;23.411436080932617;1742;EU;BG;BG-23;Sofia
LBSZ;SZR;Stara Zagora Airport;42.3766667;25.655;558;EU;BG;BG-24;Stara Zagora
LBTG;TGV;Targovishte Airport / Buhovtsi Airfield;43.306599;26.700899;666;EU;BG;BG-25;Buhovtsi
LBWN;VAR;Varna Airport;43.232101;27.8251;230;EU;BG;BG-03;Varna
LCEN;ECN;Ercan International Airport;35.154701232910156;33.49610137939453;404;AS;CY;CY-02;Nicosia
LCLK;LCA;Larnaca International Airport;34.875099;33.624901;8;AS;CY;CY-04;Larnaca
LCP;LCP;Loncopue Airport;-38.081902;-70.643898;3627;SA;AR;AR-Q;Loncopue
LCPH;PFO;Paphos International Airport;34.717999;32.485699;41;AS;CY;CY-06;Paphos
LCRA;AKT;RAF Akrotiri;34.590401;32.9879;76;AS;CY;CY-XX;Akrotiri
LDDU;DBV;Dubrovnik Airport;42.5614013671875;18.268199920654297;527;EU;HR;HR-19;Dubrovnik
LDLO;LSZ;Lošinj Island Airport;44.5657997131;14.3930997849;151;EU;HR;HR-08;Lošinj
LDOS;OSI;Osijek Airport;45.4627;18.8102;290;EU;HR;HR-14;Osijek
LDPL;PUY;Pula Airport;44.89350128173828;13.922200202941895;274;EU;HR;HR-18;Pula
LDRI;RJK;Rijeka Airport;45.21689987182617;14.570300102233887;278;EU;HR;HR-08;Rijeka
LDSB;BWK;Brač Airport;43.285702;16.679701;1776;EU;HR;HR-17;Bol
LDSP;SPU;Split Airport;43.53889846801758;16.29800033569336;79;EU;HR;HR-17;Split
LDW;LDW;Lansdowne Airport;-17.6128;126.743;1190;OC;AU;AU-WA;Lansdowne Station
LDZA;ZAG;Zagreb Airport;45.7429008484;16.0687999725;353;EU;HR;HR-21;Zagreb
LDZD;ZAD;Zadar Airport;44.108299;15.3467;289;EU;HR;HR-13;Zemunik (Zadar)
LEAB;ABC;Albacete Airport / Los Llanos Air Base;38.948502;-1.86352;2302;EU;ES;ES-AB;Albacete
LEAL;ALC;Alicante-Elche Miguel Hernández Airport;38.2822;-0.558156;142;EU;ES;ES-V;Alicante
LEAM;LEI;Almería Airport;36.843899;-2.3701;70;EU;ES;ES-AN;Almería
LEAS;OVD;Asturias Airport;43.563599;-6.03462;416;EU;ES;ES-O;Ranón
LEBA;ODB;Córdoba Airport;37.841999;-4.84888;297;EU;ES;ES-AN;Córdoba
LEBB;BIO;Bilbao Airport;43.301102;-2.91061;138;EU;ES;ES-PV;Bilbao
LEBG;RGS;Burgos Airport;42.357601;-3.62076;2945;EU;ES;ES-CL;Burgos
LEBL;BCN;Josep Tarradellas Barcelona-El Prat Airport;41.2971;2.07846;12;EU;ES;ES-CT;Barcelona
LEBZ;BJZ;Badajoz Airport;38.8913;-6.82133;609;EU;ES;ES-EX;Badajoz
LECH;CDT;Castellón-Costa Azahar Airport;40.213889;0.073333;1182;EU;ES;ES-CS;Castellón de la Plana
LECO;LCG;A Coruña Airport;43.302101;-8.37726;326;EU;ES;ES-GA;Culleredo
LECU;ECV;Madrid-Cuatro Vientos Airport;40.370701;-3.78514;2269;EU;ES;ES-M;Madrid
LEDA;ILD;Lleida-Alguaire Airport;41.728185;0.535023;1152;EU;ES;ES-CT;Lleida
LEGE;GRO;Girona-Costa Brava Airport;41.901001;2.76055;468;EU;ES;ES-GE;Girona
LEGR;GRX;F.G.L. Airport Granada-Jaén Airport;37.188702;-3.77736;1860;EU;ES;ES-AN;Granada
LEHC;HSK;Huesca-Pirineos Airport;42.076099;-0.316667;1769;EU;ES;ES-AR;Monflorite/Alcalá del Obispo
LEIB;IBZ;Ibiza Airport;38.872898;1.37312;24;EU;ES;ES-PM;Ibiza
LEJR;XRY;Jerez Airport;36.744598;-6.06011;93;EU;ES;ES-AN;Jerez de la Frontera
LELC;MJV;San Javier Airport;37.775002;-0.812389;11;EU;ES;ES-MU;San Javier
LELL;QSA;Sabadell Airfield;41.520901;2.10508;485;EU;ES;ES-CT;Sabadell
LELN;LEN;León Airport;42.589001;-5.65556;3006;EU;ES;ES-CL;León
LELO;RJL;Logroño-Agoncillo Airport;42.460953;-2.322235;1161;EU;ES;ES-LO;Logroño
LEMD;MAD;Adolfo Suárez Madrid–Barajas Airport;40.471926;-3.56264;1998;EU;ES;ES-M;Madrid
